RUTA	ESTADO_GIT	EXISTIA_ANTES_FASE_00A	GENERADO_EN_FASE_00A_03	GENERADO_EN_RECTIFICACION	GENERADO_EN_FASE_04	PROCESO_ASOCIADO	CONTIENE_DATOS_PERSONALES	IGNORADO_POR_GIT	APTO_PARA_GIT	ACCION_RECOMENDADA	JUSTIFICACION	PENDIENTE
avance_curricular_2026/01_documentacion/09_PLAN_IMPLEMENTACION.md	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/01_documentacion/DECISION_INTERNA_DI-AC-2026-001.md	??	NO_DETERMINADO	NO	SI	NO	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/_INDICE_COLUMNAS_CARRERAS.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/_INDICE_COLUMNAS_MATRICULA.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/01_CODIGO_UNICO.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/02_PLAN_ESTUDIOS.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/03_NOMBRE_SEDE.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/04_NOMBRE_CARRERA.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/05_JORNADA.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/06_VERSION.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/07_DURACION_ESTUDIOS.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/08_DURACION_TITULACION.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/09_DURACION_TOTAL.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/10_NIVEL_CARRERA.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/11_TIPO_UNIDAD_MEDIDA.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/12_OTRA_UNIDAD_MEDIDA.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/13_TOTAL_UNIDADES_MEDIDA.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/14_UNIDADES_1ER_ANIO.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/15_UNIDADES_2DO_ANIO.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/16_UNIDADES_3ER_ANIO.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/17_UNIDADES_4TO_ANIO.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/18_UNIDADES_5TO_ANIO.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/19_UNIDADES_6TO_ANIO.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/20_UNIDADES_7MO_ANIO.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/carreras/21_VIGENCIA.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/01_TIPO_DOCUMENTO.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/02_NUM_DOCUMENTO.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/03_DV.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/04_PRIMER_APELLIDO.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/05_SEGUNDO_APELLIDO.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/06_NOMBRES.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/07_SEXO.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/08_FECHA_NACIMIENTO.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/09_CODIGO_UNICO.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/10_PLAN_ESTUDIOS.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/11_ANIO_INGRESO_CARRERA_ACTUAL.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/12_SEM_INGRESO_CARRERA_ACTUAL.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/13_ANIO_INGRESO_CARRERA_ORIGEN.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/14_SEM_INGRESO_CARRERA_ORIGEN.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/15_CURSO_1ER_SEM.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/16_CURSO_2DO_SEM.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/17_UNIDADES_CURSADAS.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/18_UNIDADES_APROBADAS.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/19_UNID_CURSADAS_TOTAL.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/20_UNID_APROBADAS_TOTAL.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/03_gobernanza_columnas/matricula/21_VIGENCIA.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/04_configuracion/CATALOGO_VALIDACIONES_CARRERAS.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/04_configuracion/CATALOGO_VALIDACIONES_CRUZADAS.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/04_configuracion/CATALOGO_VALIDACIONES_MATRICULA.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/04_configuracion/RELACIONES_COLUMNAS.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/05_scripts/fase_00ar_05p_documental.py	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/07_control/COBERTURA_CAMPOS_DESDE_PROMEDIOS.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/07_control/CONCILIACION_WORKING_TREE.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/07_control/CONTROL_FINAL_FASE_00AR_05P.json	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/07_control/DICCIONARIO_PROMEDIOSDEALUMNOS.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/07_control/MATRIZ_CRUCES_PROPUESTA.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/07_control/MATRIZ_FUENTES_CAMPOS.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/07_control/PERFIL_HOJAS_PROMEDIOSDEALUMNOS.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/07_control/RESUMEN_FASE_00AR_05P.json	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/08_auditorias/RETIRO_PDF_INSTRUCTIVO_20260626.tsv	??	NO_DETERMINADO	NO	SI	NO	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/09_pendientes/FUENTES_INSTITUCIONALES_FALTANTES.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
avance_curricular_2026/09_pendientes/REGISTRO_BLOQUEOS.tsv	??	NO_DETERMINADO	NO	NO	SI	Avance Curricular SIES 2026	NO	NO	SI_CON_REVISION	CANDIDATO_COMMIT_POSTERIOR	Conciliación documental; no hacer commit automático.	REVISAR_ANTES_DE_COMMIT
